"id","nama","email","pekerjaan","wilayah","umur","pendapatan","status_pernikahan","tanggal_survey"
6956,Bella Usamah,bakda21@yahoo.com,Forward Interactions Agent,Subang,43,14360251.00,false,2025-07-22
6957,Azzahra Rahmawati,wani_latupono@gmail.com,Product Infrastructure Specialist,Purwakarta,56,15171345.00,true,2026-02-03
6958,Asirwada Asirwada Irawan,kamal.widodo@gmail.co.id,Legacy Configuration Agent,Lumajang,37,12890961.00,false,2025-06-20
6959,Maulana Heru,puput69@gmail.co.id,Lead Assurance Manager,Trenggalek,36,13329908.00,true,2025-07-24
6960,Cakrabirawa Sirait,adiarja.mulyani@gmail.com,Central Program Manager,Wonosobo,63,3107398.00,true,2025-08-04
6961,Rahmawati Maharani,vanya98@gmail.co.id,Senior Accounts Administrator,Tahuna,44,20590749.00,false,2026-01-01
6962,Putri Putri Safitri,hasna.yanuar5@yahoo.co.id,Internal Paradigm Orchestrator,Kota Raha,29,24580683.00,false,2025-08-18
6963,Purwadi Tri,kani33@yahoo.co.id,Human Paradigm Technician,Ponorogo,59,12629771.00,false,2025-07-16
6964,Kuswandari Mila,ihsan_hutasoit@gmail.co.id,Dynamic Accountability Specialist,Lamongan,60,5029574.00,false,2025-09-10
6965,Handayani Ika,puspita_alamsyah@gmail.co.id,Future Response Liaison,Lumajang,23,10012364.00,false,2026-02-27
6966,Melani Devi,rangga.oktavian50@gmail.co.id,Chief Implementation Agent,Maros,26,9027727.00,false,2025-09-10
6967,Hermawan Jono,asirwanda.abiputra97@yahoo.com,International Branding Strategist,Mbay,43,3123926.00,false,2026-01-08
6968,Dwi Nasyiah,rahayu.pudjiastuti26@gmail.co.id,Customer Identity Agent,Ampana,36,10211475.00,true,2025-04-03
6969,Almira Novitasari,heryanto_yanuar@gmail.com,Central Research Agent,Benteng,30,5426952.00,true,2026-01-24
6970,Palastri Ade,karsa35@yahoo.co.id,Legacy Solutions Director,Subang,58,18473651.00,true,2025-12-07
6971,Wibisono Balangga,rudi.prasetya73@gmail.co.id,Human Integration Director,Sunggu Minasa,41,11121220.00,true,2025-12-12
6972,Farah Rahayu,yuliana_kuswandari75@gmail.com,Future Response Assistant,Bondowoso,52,10393503.00,false,2026-01-02
6973,Aurora Leilani,ina26@yahoo.com,Dynamic Configuration Coordinator,Wonogiri,63,17218012.00,false,2026-03-05
6974,Aqila Melinda,ulva10@gmail.co.id,Human Operations Coordinator,Sigi Biromaru,40,7765474.00,true,2025-07-04
6975,Azizah Fitri,maryanto.suryatmi@gmail.co.id,Regional Web Producer,Wates,49,18647900.00,true,2025-04-23
6976,Yance Yance Maheswari,jaeman_juwita@yahoo.com,Corporate Data Producer,Trenggalek,58,23543622.00,false,2025-06-05
6977,Oni Oni Kahyang,hardana.winarno4@gmail.co.id,Regional Marketing Associate,Ponorogo,60,11309853.00,false,2026-03-06
6978,Muni Muni Syahreza,syahrini.hutagalung23@yahoo.com,Senior Accounts Orchestrator,Bima,62,19181942.00,true,2025-04-20
6979,Ani Nathania,hasna27@yahoo.co.id,Customer Web Director,Pekalongan,47,11067583.00,true,2026-03-05
6980,Alamsyah Harimurti,harsaya55@yahoo.com,District Web Orchestrator,Wonosobo,34,18935515.00,false,2026-02-23
6981,Zulaikha Zulaikha Purwanti,dipa38@yahoo.com,Product Security Analyst,Cirebon,59,18152412.00,false,2026-02-17
6982,Ika Aryani,carla_wahyudin23@yahoo.com,Customer Communications Supervisor,Banggai,18,15490762.00,true,2026-02-11
6983,Restu Restu Nurdiyanti,opan71@gmail.co.id,Legacy Integration Facilitator,Depok,40,12477029.00,true,2025-05-04
6984,Gasti Gasti Andini,among_wahyudin46@gmail.co.id,Internal Accounts Supervisor,Tomohon,47,21275230.00,true,2025-08-02
6985,Malik Sirait,daryani.febian@yahoo.co.id,National Identity Executive,Badung,40,8352607.00,true,2025-10-30
6986,Hakim Lutfan,argono.melani@yahoo.co.id,Lead Group Producer,Kajen,56,18599394.00,false,2025-09-02
6987,Nurul Maharani,paramita88@gmail.co.id,Global Directives Designer,Nganjuk,22,19535448.00,true,2025-10-24
6988,Usamah Eva,suci_azzahra@gmail.co.id,Corporate Division Strategist,Tangerang,55,7397358.00,true,2025-06-12
6989,Tiara Tiara Nasyiah,tri_kusmawati40@yahoo.co.id,Senior Brand Director,Bondowoso,56,12644098.00,false,2025-12-20
6990,Zizi Putri,cinthia59@yahoo.com,Global Intranet Director,Kalabahi,50,20539583.00,false,2025-05-27
6991,Usamah Zaenab,irma_wibowo@yahoo.com,Principal Solutions Coordinator,Kalabahi,62,14239767.00,false,2025-11-28
6992,Kalim Ahmad,nada_rahayu74@gmail.com,Legacy Tactics Liaison,Denpasar,65,11631321.00,false,2025-08-08
6993,Jaya Latupono,artawan.permadi@yahoo.co.id,Global Communications Officer,Barru,20,18405375.00,true,2026-01-21
6994,Tedi Tedi Pradipta,tedi_putra0@gmail.com,District Group Executive,Enrekang,29,22924737.00,false,2025-05-12
6995,Widiastuti Anggun,rini_laksita@gmail.com,Lead Functionality Producer,Sleman,51,14058257.00,true,2025-08-20
6996,Laksmiwati Irma,lanjar.rahimah64@gmail.com,Internal Data Agent,Jember,42,19517914.00,true,2025-03-31
6997,Lili Safitri,dimas46@gmail.co.id,Product Factors Strategist,Situbondo,29,11993181.00,false,2025-10-03
6998,Jayeng Jayeng Darmawan,wardi14@yahoo.co.id,National Accountability Designer,Marisa,37,21365380.00,false,2025-09-04
6999,Padma Prastuti,jarwi.afifah@yahoo.co.id,Future Accountability Assistant,Bolaang Uki,57,5445731.00,true,2025-12-24
7000,Alika Alika Leilani,tri_novitasari16@gmail.com,Direct Division Architect,Ondong Siau,21,23233282.00,true,2025-07-20
7001,Daliman Daliman Widodo,jaswadi81@yahoo.com,Regional Markets Orchestrator,Tahuna,37,18366978.00,false,2025-10-07
7002,Yudhistira Karya,elisa38@yahoo.com,Corporate Brand Facilitator,Pasuruan,31,24468492.00,false,2026-02-08
7003,Zalindra Melinda,gantar.narpati@yahoo.co.id,Chief Assurance Liaison,Bangkalan,20,18445970.00,false,2026-01-12
7004,Halim Halim Salahudin,farhunnisa.melani28@gmail.com,International Solutions Administrator,Makassar,20,10152879.00,true,2026-02-07
7005,Linda Linda Aryani,wadi_mulyani21@yahoo.co.id,Central Accounts Orchestrator,Rangkasbitung,19,5279347.00,false,2025-12-24
7006,Heru Adhitama,zaki_widiastuti85@yahoo.com,Legacy Mobility Strategist,Situbondo,38,12486823.00,false,2025-10-04
7007,Sabri Abimanyu,wahyu.prakasa@yahoo.co.id,Dynamic Metrics Agent,Cianjur,35,13967719.00,false,2025-05-09
7008,Tasdik Tampubolon,eluh4@gmail.co.id,Lead Intranet Agent,Bau-Bau,29,18224336.00,false,2025-11-24
7009,Ratih Ratih Saraswati,harjaya.uyainah34@yahoo.com,Future Functionality Director,Singaraja,34,3735734.00,false,2026-03-01
7010,Paulin Pratiwi,kezia62@yahoo.com,International Identity Associate,Rangkasbitung,36,14764022.00,true,2025-10-03
7011,Salsabila Yuniar,saadat.rachmawati76@yahoo.co.id,Future Applications Strategist,Tahuna,18,7301242.00,true,2025-08-02
7012,Salwa Andriani,bagus_lazuardi@yahoo.co.id,Central Markets Architect,Pelabuhan Ratu,41,14196574.00,false,2026-03-15
7013,Dodo Herlambang,hana.laksmiwati@yahoo.co.id,Future Optimization Developer,Indramayu,23,24739571.00,false,2025-10-16
7014,Megantara Baktiadi,kasim_prastuti28@yahoo.com,Dynamic Security Designer,Semarang,61,11577083.00,true,2025-12-29
7015,Widiastuti Violet,yusuf13@gmail.com,Product Tactics Technician,Mbay,28,22376659.00,false,2025-05-22
7016,Agustina Rahayu,yulia_sihotang40@yahoo.co.id,District Response Supervisor,Luwuk,52,18321644.00,true,2025-06-09
7017,Latif Sihombing,harjo.supriyanto41@gmail.com,National Solutions Manager,Lamongan,36,10880440.00,true,2025-08-29
7018,Oktovian Tedi,rudi.afifah@yahoo.com,Chief Quality Assistant,Bandung,50,12045645.00,false,2025-06-13
7019,Michelle Michelle Anandya,cindy_narpati@yahoo.co.id,Direct Implementation Strategist,Ambarawa,53,6960206.00,false,2026-02-14
7020,Kusmawati Rahmi,gadis.novitasari@gmail.co.id,National Accounts Assistant,Singaparna,54,22926435.00,true,2025-09-11
7021,Susanti Pia,limar_wahyuni62@gmail.com,District Response Designer,Manado,41,10791237.00,true,2025-05-13
7022,Fitriani Fitriani Halimah,raden.oktaviani@yahoo.co.id,Chief Communications Assistant,Sunggu Minasa,34,11586251.00,false,2026-03-13
7023,Pertiwi Queen,dwi13@gmail.co.id,Central Mobility Consultant,Kota Raha,45,9405694.00,false,2025-04-26
7024,Febrianti Tsabita,yuliana_airlangga@gmail.co.id,Product Accountability Facilitator,Cikarang,53,16448453.00,true,2025-11-30
7025,Wibisono Vinsen,daru_harini63@yahoo.com,International Research Architect,Tutuyan,42,6867824.00,true,2026-01-20
7026,Febrina Febrina Widiastuti,nilam.fabian@yahoo.co.id,Customer Creative Consultant,Donggala,25,9261363.00,true,2026-01-18
7027,Qori Padmasari,melinda1@yahoo.co.id,Chief Directives Assistant,Pasuruan,36,24764421.00,true,2025-12-19
7028,Eka Eka Hutasoit,mila_maryati@gmail.co.id,Human Assurance Strategist,Pacitan,30,24932727.00,false,2025-04-06
7029,Cakrajiya Wibisono,sakti_usamah82@yahoo.com,Customer Accounts Director,Bungku,44,14421556.00,false,2025-04-08
7030,Irwan Irwan Haikal,jaiman_permata22@gmail.com,Senior Operations Analyst,Ambarawa,29,17840202.00,true,2026-01-18
7031,Wastuti Titi,ade5@gmail.co.id,Direct Program Facilitator,Makassar,19,14737871.00,false,2025-04-22
7032,Aurelia Lalita,cahyanto42@yahoo.com,Corporate Group Administrator,Kota Raha,48,3871052.00,true,2025-04-21
7033,Tantri Namaga,linda.nugraha@yahoo.com,Lead Quality Architect,Tigaraksa,34,7960577.00,false,2025-08-20
7034,Slamet Slamet Wasita,zelda_prasetyo38@gmail.co.id,Direct Web Strategist,Selong,33,6939480.00,true,2025-10-02
7035,Wisnu Wibowo,farah68@yahoo.co.id,Internal Group Director,Mungkid,37,16991416.00,true,2025-07-02
7036,Anjani Aurora,eka_ardiyanti@gmail.com,Internal Brand Analyst,Kendal,20,24037750.00,true,2025-09-15
7037,Saputra Dwi,belinda.pertiwi64@gmail.co.id,Corporate Markets Producer,Garut,28,20344211.00,false,2025-05-03
7038,Oliva Hastuti,radika80@yahoo.co.id,Chief Directives Developer,Sidoarjo,47,6954323.00,true,2025-12-16
7039,Juwita Rita,kamal_firmansyah24@yahoo.co.id,Product Branding Technician,Wonosari,49,9707918.00,true,2025-11-02
7040,Yudhistira Jarwa,purwadi.puspasari@gmail.com,Chief Quality Architect,Wonosari,44,17071661.00,false,2025-11-18
7041,Panji Haikal,zalindra_prastuti@gmail.com,Forward Directives Producer,Magetan,63,17089372.00,true,2025-04-18
7042,Jail Jail Faresta,karsa66@gmail.co.id,Senior Brand Agent,Tutuyan,49,22642820.00,false,2025-07-11
7043,Eman Eman Wijaya,parman_kusuma90@yahoo.co.id,Corporate Group Developer,Pasangkayu,24,23431428.00,false,2025-07-02
7044,Labuh Labuh Santoso,aditya.anjani73@yahoo.co.id,Legacy Optimization Developer,Pekalongan,61,4148840.00,false,2025-10-04
7045,Lailasari Carla,humaira_sitorus66@yahoo.com,National Infrastructure Architect,Blora,32,20386254.00,false,2025-12-22
7046,Rachel Rachel Hasanah,ajiman.mahardika@yahoo.com,Future Operations Consultant,Suwawa,47,15278187.00,false,2025-12-13
7047,Nugroho Candra,gasti_rayhan50@yahoo.com,Global Factors Director,Bajawa,45,16148313.00,true,2025-12-30
7048,Eman Eman Herlambang,jaswadi1@yahoo.com,Future Metrics Supervisor,Pamekasan,34,23559063.00,false,2025-04-10
7049,Nilam Nilam Putri,eka67@gmail.com,Legacy Integration Executive,Melonguane,23,12983011.00,false,2025-06-25
7050,Maulana Tugiman,waluyo_jailani@gmail.co.id,Senior Implementation Coordinator,Caruban,64,15467579.00,true,2026-02-07
7051,Siti Pertiwi,eman36@yahoo.com,District Configuration Assistant,Sidoarjo,47,11996904.00,false,2026-02-13
7052,Elvina Talia,paris_saefullah31@gmail.co.id,Future Mobility Designer,Jeneponto,37,5594783.00,false,2025-11-02
7053,Wijaya Gara,kariman61@gmail.com,International Intranet Analyst,Kotamobagu,21,21506795.00,true,2025-06-29
7054,Damayanti Kani,cemplunk49@yahoo.com,Chief Integration Analyst,Lasusua,51,10109045.00,false,2025-10-11
7055,Andriani Umi,ella34@yahoo.co.id,Product Metrics Producer,Dompu,40,18114750.00,true,2025-07-26
7056,Aditya Himawan,tugiman_maheswari99@yahoo.co.id,National Security Orchestrator,Indramayu,64,21374338.00,true,2025-05-03
7057,Hani Haryanti,mahesa_narpati34@gmail.co.id,District Creative Engineer,Bantul,53,22012383.00,false,2025-11-11
7058,Rahmat Mansur,luhung18@yahoo.co.id,Legacy Solutions Manager,Poso,32,5910093.00,false,2026-01-05
7059,Hana Aurelia,umar.wacana@yahoo.co.id,International Security Technician,Cibinong,51,22253950.00,true,2025-08-10
7060,Oliva Oliva Fathina,pia57@gmail.co.id,Customer Infrastructure Officer,Batang,31,15362538.00,true,2025-05-19
7061,Garda Garda Suryono,dwi.simanjuntak89@gmail.com,Legacy Program Representative,Jombang,22,15303229.00,true,2025-10-06
7062,Eka Eka Tamba,nova.airlangga52@yahoo.co.id,Forward Accounts Designer,Gianyar,49,12957404.00,false,2025-06-04
7063,Yuliana Yuliana Ananda,dalimin.hastuti49@gmail.com,Internal Applications Orchestrator,Kolaka,33,3979171.00,true,2025-08-31
7064,Zakir Aswandi,gambira.haikal23@gmail.com,Product Response Technician,Sidenreng,55,9756213.00,true,2026-03-03
7065,Malika Novitasari,baktiadi.jailani94@yahoo.co.id,District Identity Analyst,Tondano,62,17103597.00,true,2025-11-18
7066,Pratama Eluh,imam_prabowo@yahoo.co.id,Lead Division Agent,Mamuju,21,13934397.00,true,2025-11-21
7067,Kambali Kambali Darojat,yuliana26@yahoo.com,Product Interactions Orchestrator,Garut,37,11069245.00,true,2026-02-08
7068,Gara Samosir,dinda.arifin45@gmail.com,Global Solutions Agent,Bangli,54,4229781.00,true,2025-11-27
7069,Mustofa Galar,ditya52@yahoo.com,Global Creative Coordinator,Marisa,59,13977725.00,true,2025-12-26
7070,Gaman Gaman Dirgantara,opung53@gmail.com,Direct Data Analyst,Pangkajene,34,23015627.00,false,2025-04-13
7071,Warsa Warsa Damanik,nada24@yahoo.com,Lead Web Specialist,Kebumen,61,5150733.00,true,2025-09-20
7072,Teddy Teddy Bagaskara,samsul85@yahoo.com,Global Metrics Associate,Salatiga,34,24774474.00,false,2025-08-21
7073,Upik Upik Hakim,karen34@yahoo.com,Customer Data Designer,Waikabubak,27,13884555.00,true,2025-11-14
7074,Uyainah Cinthia,vania_salahudin30@gmail.com,Principal Integration Engineer,Melonguane,50,6745969.00,false,2025-06-29
7075,Elvin Tarihoran,rachel_yulianti@gmail.co.id,Direct Response Technician,Waingapu,45,23190862.00,true,2025-05-13
7076,Reza Hidayat,septi.ramadhani52@gmail.co.id,Forward Response Liaison,Mojokerto,61,15456562.00,true,2025-09-28
7077,Dian Dian Pratiwi,tania_nugroho@yahoo.co.id,Global Configuration Executive,Purwokerto,60,13820648.00,false,2025-09-07
7078,Cahyono Hidayanto,wani63@gmail.co.id,Future Applications Designer,Kwandang,65,24733397.00,false,2025-06-18
7079,Dwi Astuti,tri.zulaika81@yahoo.co.id,Central Paradigm Engineer,Malili,43,15959044.00,true,2025-08-02
7080,Cornelia Prastuti,perkasa.nurlaela@gmail.com,Legacy Mobility Orchestrator,Boyolali,34,16210591.00,false,2025-05-15
7081,Ibun Sinaga,umi31@yahoo.com,Human Interactions Analyst,Caruban,60,14683848.00,true,2025-08-22
7082,Winarsih Novi,ria.pangestu36@gmail.co.id,Internal Implementation Consultant,Mojosari,62,18194824.00,false,2025-04-22
7083,Jumadi Jumadi Arifin,digdaya_saefullah90@gmail.co.id,Senior Implementation Coordinator,Tanjung,26,6942476.00,true,2025-07-12
7084,Tina Tina Yuniar,dina_fabian77@yahoo.com,Dynamic Tactics Architect,Rangkasbitung,60,23213220.00,false,2025-07-14
7085,Wastuti Genta,rini27@yahoo.com,Corporate Assurance Developer,Polewali,62,19900898.00,true,2025-11-06
7086,Darijan Darijan Oktavian,hesti.nurlaela@yahoo.co.id,Senior Branding Executive,Banjar (Jawa Barat),48,21107897.00,true,2025-09-04
7087,Dina Nurdiyanti,rosman90@yahoo.co.id,Future Accounts Executive,Batang,46,11483245.00,false,2025-05-18
7088,Narji Narji Rayhan,lidya_palastri@gmail.co.id,Human Paradigm Specialist,Wangi Wangi,37,5251193.00,true,2025-05-13
7089,Agustina Zulaikha,tasnim.safitri8@gmail.com,Future Creative Coordinator,Bumiayu,26,5198136.00,false,2026-02-26
7090,Hamima Hamima Wahyuni,nurul40@gmail.co.id,Internal Identity Liaison,Wates,63,24272823.00,true,2026-02-17
7091,Halim Sihotang,jayadi97@yahoo.com,Human Security Officer,Pangkajene,49,24681307.00,false,2025-12-24
7092,Galar Abiputra,edi53@gmail.co.id,Lead Web Producer,Pamekasan,31,6649273.00,false,2026-01-22
7093,Galar Sihombing,purwa.ardianto@gmail.com,Product Operations Agent,Waingapu,37,24758716.00,false,2026-01-25
7094,Haikal Wage,taufan12@gmail.com,Human Applications Administrator,Labuhan Bajo,37,22954967.00,true,2025-06-22
7095,Adinata Mangunsong,febrina.saefullah@yahoo.co.id,Central Solutions Liaison,Caruban,34,13298294.00,true,2025-07-25
7096,Ananda Ulva,gamblang7@gmail.co.id,Internal Directives Orchestrator,Kuningan,34,9153184.00,true,2025-09-20
7097,Yance Puspasari,surya.hutapea@yahoo.co.id,Legacy Division Director,Purbalingga,54,14338734.00,true,2025-07-20
7098,Halim Halim Wardana,tari_anggraini@yahoo.com,Regional Tactics Analyst,Ciamis,18,21607480.00,false,2025-06-10
7099,Cindy Cindy Hariyah,adikara.mayasari@yahoo.com,National Accountability Developer,Bantul,63,3570010.00,true,2025-12-07
7100,Ningrum Restu,zakir_rajata@yahoo.com,District Accountability Administrator,Ambarawa,44,10944768.00,true,2025-07-01
7101,Haikal Tri,mursita.simanjuntak@gmail.co.id,Human Paradigm Planner,Larantuka,48,20332118.00,false,2025-11-18
7102,Eluh Firgantoro,tsabita_natsir@yahoo.co.id,Principal Intranet Developer,Tambolaka,56,18096770.00,true,2026-01-15
7103,Titi Titi Lailasari,emil94@gmail.com,Central Usability Representative,Bantaeng,25,5228060.00,false,2025-04-27
7104,Radika Radika Wardana,prakosa45@gmail.com,Senior Security Specialist,Kotamobagu,48,24063858.00,true,2025-12-25
7105,Puspa Andriani,hamima38@yahoo.com,Customer Integration Liaison,Sampang,43,8274329.00,true,2025-05-31
7106,Sherly Maheswari,banawa_nasyiah54@yahoo.co.id,International Markets Producer,Cibinong,46,21269190.00,false,2025-11-22
7107,Wastuti Victoria,linda.maulana54@gmail.com,Investor Group Producer,Sigi Biromaru,60,10238705.00,true,2025-08-31
7108,Pratiwi Ellis,dalima46@gmail.com,Legacy Research Technician,Selong,60,18371501.00,false,2025-10-19
7109,Sherly Sherly Laksita,kunthara_maharani1@gmail.co.id,Human Interactions Liaison,Sleman,49,17957627.00,true,2025-10-12
7110,Prabawa Prabawa Adhitama,malik12@gmail.com,Customer Metrics Consultant,Semarang,29,4996512.00,true,2025-03-30
7111,Pranata Pranata Prasetyo,amalia.agustina61@yahoo.com,Forward Solutions Director,Pasuruan,46,6226670.00,false,2025-11-01
7112,Sihombing Nasim,dewi_jailani@gmail.com,Legacy Applications Engineer,Bandung,36,3064160.00,true,2025-09-23
7113,Cakrawala Latupono,ghani.suwarno@yahoo.co.id,Regional Intranet Coordinator,Kefamenanu,61,23721979.00,true,2025-04-08
7114,Bagas Abiputra,nabila.rahardian3@yahoo.co.id,Principal Applications Supervisor,Kudus,59,17813094.00,false,2025-12-28
7115,Manah Manah Siregar,dariati_melinda@gmail.co.id,Future Usability Representative,Palu,28,6404839.00,true,2025-11-02
7116,Prayoga Sudrajat,dalima.situmorang2@yahoo.co.id,Product Integration Representative,Tangerang Selatan,25,24547115.00,true,2025-06-26
7117,Zulkarnain Kenari,najib_melinda27@yahoo.com,Investor Mobility Associate,Kalabahi,49,19312541.00,true,2025-08-10
7118,Hakim Balamantri,najwa12@gmail.co.id,Lead Program Director,Gresik,45,24521663.00,false,2026-03-02
7119,Dyah Dyah Hassanah,kemal.nababan55@yahoo.com,Internal Mobility Supervisor,Bondowoso,41,3983169.00,false,2025-11-14
7120,Salahudin Jamil,violet.darmawan83@gmail.co.id,Senior Metrics Representative,Andolo,35,18113879.00,true,2025-10-02
7121,Rachel Rachel Zulaika,ade_prabowo@gmail.com,Lead Functionality Supervisor,Toli Toli,28,18746413.00,true,2025-10-03
7122,Dian Dian Suartini,cinthia52@gmail.com,Customer Directives Engineer,Airmadidi,42,17255171.00,false,2025-05-29
7123,Shania Ramadhani,gangsa48@yahoo.co.id,National Division Developer,Lamongan,54,12206942.00,true,2025-07-08
7124,Lazuardi Okta,garda.wardana71@yahoo.com,Direct Interactions Orchestrator,Soe,46,22326915.00,false,2025-06-27
7125,Hardiansyah Aris,umi.kusmawati@yahoo.co.id,Central Program Producer,Ende,43,6830666.00,false,2026-03-06
7126,Dina Kahyang,nasim.nasyiah@yahoo.co.id,Chief Usability Executive,Rumbia,60,10903580.00,false,2025-11-06
7127,Haikal Wahyu,sabrina.pranowo@gmail.co.id,Regional Communications Producer,Toli Toli,62,23754264.00,true,2025-05-13
7128,Hartaka Rajata,garda.prayoga@gmail.co.id,National Implementation Officer,Sukoharjo,57,19368577.00,false,2025-08-01
7129,Suryatmi Yuni,tomi38@gmail.co.id,Investor Optimization Administrator,Amurang,40,24656413.00,true,2025-06-19
7130,Alamsyah Martaka,pangestu_natsir98@yahoo.com,Human Data Associate,Tulungagung,18,12626329.00,true,2025-09-21
7131,Bahuraksa Haikal,halima_aqila7@yahoo.com,Legacy Research Specialist,Cikarang,60,23346333.00,true,2025-10-23
7132,Sintia Sintia Maharani,patricia52@gmail.com,Product Brand Strategist,Pemalang,34,23530179.00,true,2025-10-22
7133,Hariyah Sarah,purwadi_uyainah17@gmail.com,Chief Quality Supervisor,Donggala,23,24201141.00,true,2025-08-06
7134,Prasasta Makara,ilsa.putra@gmail.co.id,Principal Research Associate,Bogor,49,4526012.00,true,2025-10-09
7135,Jayadi Yanuar,kartika.zulkarnain@gmail.com,Senior Tactics Officer,Raba,18,21860483.00,true,2025-07-12
7136,Luthfi Saefullah,jatmiko.abimanyu75@gmail.com,Global Usability Orchestrator,Bantul,54,12488700.00,true,2025-08-20
7137,Melani Melani Wastuti,wadi.melinda@yahoo.com,District Division Designer,Demak,51,5320928.00,true,2026-03-01
7138,Tedi Oktovian,puti.riyanti@yahoo.co.id,Future Paradigm Agent,Kalabahi,63,11808596.00,false,2026-02-28
7139,Wasita Bakda,jaeman_hassanah@gmail.com,Lead Integration Specialist,Blitar,46,3148828.00,true,2025-04-16
7140,Irawati Usada,setya.putri14@gmail.com,Internal Research Supervisor,Sinjai,53,11501174.00,false,2025-09-15
7141,Ratna Riyanti,ajeng14@gmail.co.id,Principal Data Designer,Kwandang,61,4436582.00,true,2025-08-17
7142,Widya Utami,jane63@gmail.com,Central Integration Agent,Bajawa,33,8051917.00,false,2025-09-26
7143,Mitra Mitra Hutasoit,lutfan29@gmail.com,Product Assurance Analyst,Bojonegoro,36,18810308.00,true,2026-03-29
7144,Oktaviani Nilam,sakti_ramadan@yahoo.co.id,Direct Factors Assistant,Banjarnegara,27,7690941.00,false,2026-01-04
7145,Wisnu Wisnu Wicaksono,harsaya.purwadi97@yahoo.co.id,Global Group Representative,Mojosari,62,10709592.00,false,2025-07-23
7146,Victoria Victoria Kusuma,rachel_kahyang1@yahoo.co.id,Central Operations Technician,Ngamprah,47,15513384.00,true,2025-06-30
7147,Ardana Raihan,hamima_usamah@yahoo.co.id,Central Intranet Associate,Probolinggo,19,14281510.00,false,2025-05-03
7148,Rina Rina Afifah,garan42@yahoo.co.id,Lead Optimization Director,Subang,19,23157018.00,false,2025-06-30
7149,Hamima Hamima Lestari,mujur_damayanti@yahoo.com,Investor Response Strategist,Tulungagung,21,22331530.00,false,2025-10-12
7150,Opung Opung Gunawan,ade44@gmail.com,Forward Integration Coordinator,Cikarang,57,19089154.00,true,2025-11-12
7151,Namaga Latika,gina.nugroho77@yahoo.com,Regional Assurance Coordinator,Subang,24,12386262.00,false,2025-06-05
7152,Gatra Gatra Zulkarnain,nabila0@yahoo.com,National Implementation Manager,Bumiayu,55,21691339.00,false,2025-04-20
7153,Bakidin Bakidin Sudrajat,darimin_mangunsong@gmail.co.id,Corporate Division Coordinator,Pacitan,38,3252130.00,true,2025-08-26
7154,Saptono Raditya,cawisadi.lestari79@gmail.com,Dynamic Research Agent,Waikabubak,27,10240585.00,false,2025-07-09
7155,Sabian Paiman,marsito60@gmail.co.id,Legacy Directives Consultant,"Negara,Bali",59,11829854.00,false,2025-05-16
7156,Digdaya Mahendra,garda_wibisono@gmail.com,District Solutions Manager,Blora,57,12450859.00,true,2025-11-12
7157,Marpaung Laswi,noviana.herlambang@yahoo.co.id,District Accounts Developer,Wonogiri,64,22630933.00,false,2025-08-09
7158,Keisha Winarsih,cici.ahmad2@yahoo.co.id,Internal Research Orchestrator,Bitung,31,4553097.00,true,2025-08-02
7159,Mahesa Saefullah,belinda.darojat@gmail.co.id,Investor Implementation Representative,Tabanan,29,16131417.00,true,2026-01-17
7160,Titin Titin Pratiwi,elvina_hidayat@gmail.com,Corporate Marketing Planner,Wonosari,21,22687416.00,false,2025-12-20
7161,Abyasa Siregar,azalea.suryatmi@gmail.com,International Response Designer,Pinrang,65,10618880.00,false,2026-03-02
7162,Reza Reza Fabian,johan.suartini@yahoo.com,Direct Communications Executive,Klungkung,60,3434631.00,true,2025-09-24
7163,Nrima Darojat,eli_wijaya@gmail.co.id,Product Quality Technician,Semarang,26,19760855.00,false,2025-09-22
7164,Ihsan Pradana,paiman.elvina@yahoo.co.id,Customer Group Administrator,Pekalongan,42,12996826.00,false,2026-01-22
7165,Violet Nathania,vivi_wibisono@gmail.co.id,Investor Paradigm Engineer,Cilacap,50,8088865.00,false,2025-06-26
7166,Taufan Handoko,ella23@yahoo.co.id,Human Intranet Designer,Pelabuhan Ratu,35,24312854.00,false,2026-01-24
7167,Muhammad Nanda,tari_waluyo@gmail.co.id,Customer Infrastructure Architect,Surabaya,34,12000058.00,false,2025-12-12
7168,Hermawan Mujur,saadat40@yahoo.com,District Web Associate,Tomohon,51,4246062.00,false,2026-02-25
7169,Cakrabirawa Cakrabirawa Hardiansyah,hasan.rendra40@gmail.com,Forward Accounts Producer,Larantuka,35,6707749.00,true,2025-10-17
7170,Dalima Dalima Saraswati,vicky.megantara59@yahoo.co.id,Principal Mobility Associate,Watan Soppeng,62,13947359.00,false,2025-07-30
7171,Hasanah Laksita,galur.iswahyudi18@yahoo.co.id,Internal Intranet Strategist,Atambua,31,16273416.00,false,2025-09-17
7172,Uchita Uchita Kusmawati,hartaka.suryatmi53@gmail.co.id,Direct Infrastructure Representative,Wates,44,19544131.00,true,2025-08-04
7173,Suryatmi Ana,wulan83@gmail.co.id,Customer Marketing Architect,Kawangkoan,46,15852985.00,false,2025-05-07
7174,Pandu Waluyo,tri_damayanti63@yahoo.com,Internal Operations Engineer,Gresik,30,15549218.00,true,2025-10-09
7175,Sabrina Sabrina Wulandari,mustofa.suryono23@yahoo.com,International Assurance Producer,Malili,44,11774648.00,false,2026-03-08
7176,Salahudin Balamantri,maida_rachmawati39@yahoo.co.id,Chief Applications Analyst,Kebumen,55,14370658.00,true,2026-03-13
